name	price	off	ratings	total_ratings	free_delivery	fastest_delivery
Lenovo V14 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics 610M/Windows 11 Home) Thin and Ligh...	27950.0	30.0			FREE delivery	
(Refurbished) FUTOPIA ULTIMUS Pro, Celeron N4020c Thin & Light 4GB RAM 128GB eMMC, 14.1-inch (35.8 cm) HD Display Win 11 H...	8915.0	64.0	1.0	1	FREE delivery	Sat, 16 Nov
"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120..."	52490.0	26.0	3.8	41	₹99 delivery	Tomorrow, 14 Nov
"Dell Inspiron 3520 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms) FHD Display- 3 Side Na..."	43990.0	30.0	3.7	201	FREE delivery	Tomorrow, 14 Nov
"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Blue..."	21990.0	51.0	3.6	287	FREE delivery	Tomorrow, 14 Nov
"Lenovo ThinkPad E14 Intel Core i7 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SS..."	86530.0	27.0	3.3	5	FREE delivery	Tomorrow, 14 Nov
(Refurbished) Dell Precision 7510 Intel Core i7 - 6920HQ Quad Core Processor, 64GB Ram & 128GB SSD, 15.6 In...	50690.0	61.0			FREE delivery	
"(Refurbished) Lenovo ThinkPad X260 6th Gen Intel Core i7 Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|12.5"" (31.8 cm) ..."	15429.0	83.0	3.4	4	FREE delivery	Mon, 18 Nov
MSI Modern 14, Intel 12th Gen. i3-1215U, 36CM FHD 60Hz Laptop(8GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel UHD Graphi...	32849.0	32.0	4.1	6	FREE delivery	Mon, 18 Nov
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 15.6""(39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows ..."	46990.0	41.0	3.9	32	FREE delivery	Tomorrow, 14 Nov
HP Victus Gaming Laptop,13Th Gen Intel Core I7-13620H,Windows 11 Home 6Gb RTX 4050 Gpu,15.6-Inch(39.6 Cm),Fhd,IPS,144Hz,16...	91818.0	23.0	5.0	3	FREE delivery	Tomorrow, 14 Nov
Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 24GB Unified Memor...	174900.0				FREE delivery	Tomorrow, 14 Nov
Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 10‑core GPU, 24GB Unified Memory, 512GB) - Starlight	154900.0				FREE delivery	Tomorrow, 14 Nov
"(Refurbished) Lenovo ThinkPad P52 8th Gen Intel Core i7 Workstation FHD Laptop (16 GB DDR4 RAM, 512 GB SSD, 15.6"" (39.6 c..."	29689.0	67.0	3.7	55	FREE delivery	Mon, 18 Nov
"Acer Aspire 3 Intel Core i3-N305 Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SS..."	28990.0	34.0	4.2	4	FREE delivery	Tomorrow, 14 Nov
Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/B...	36450.0	34.0	3.9	376	FREE delivery	Tue, 19 Nov
Apple 2024 MacBook Pro Laptop with M4 Pro chip with 14u202fcore CPU and 20u202fcore GPU: Built for Apple Intelligence, (14.2u2033) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Space Black	169900.0				FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
Apple 2024 MacBook Pro Laptop with M4 chip with 10u202fcore CPU and 10u202fcore GPU: Built for Apple Intelligence, (14.2u2033) Liquid Retina XDR Display, 14GB Unified Memory, 1TB SSD Storage; Space Black					FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
Apple 2024 MacBook Pro Laptop with M4 Pro chip with 10u202fcore CPU and 16u202fcore GPU: Built for Apple Intelligence, (14.2u2033) Liquid Retina XDR Display, 24GB Unified Memory, 512GB SSD Storage; Silver					FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
Apple 2024 MacBook Pro Laptop with M4 chip with 10u202fcore CPU and 10u202fcore GPU: Built for Apple Intelligence, (14.2u2033) Liquid Retina XDR Display, 16GB Unified Memory, 512GB SSD Storage; Space Black	169900.0		3.4	30	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
ASUS TUF F17 Gaming Laptop, Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX706HF-HX018W	48990.0	36.0	3.8	362	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (8GBx2/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, GDDR6 4GB/Black/1.98Kg), A12UCX-264IN	52990.0	41.0	4.2	70	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"Dell Inspiron 5430 Laptop, Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/ 14.0"" (35.56cm) FHD+ Comfort View/Backlit KB/Windows 11+MSO'21/15 Month McAfee/Platinum Silver, Thunderbolt 4.0 Port,1.59kg"	60990.0	10.0	3.9	70	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"Dell 15 Laptop, 13th Gen Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/15.6"" (39.62cm) FHD AG 120Hz 250 nits Narrow Border/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Thin & Light- 1.66kg"	49990.0	25.0	3.8	41	FREE delivery Sat, 16 Nov	Or fastest delivery Fri, 15 Nov
HP 14s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/14 (35.6 cm)/ Windows 11/ MS Office 21/Backlit Keyboard/Silver/1.46kg) dq5138TU Laptop	40900.0	20.0	4.1	1183	FREE delivery	
HP Victus AI Powered Gaming Laptop (Ryzen 7 7840Hs-16 GB DDR5 RAM / 512GB SSD / Win11 Home+MSO'2021/6 GB NVIDIA GeForce RTX 3050 Graphics/RGB Backlit KB/FHD Camera/Performance Blue/2.29KG) S0095AX	78990.0		3.9	75	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
HONOR MagicBook X16 Pro 2024, 13th Gen Intel Core i5-13420H (8GB/512GB NVMe SSD, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.75Kg), Gray	46990.0	41.0	4.1	536	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
MSI Katana 17, Intel 13th Gen. i7-13620H, 44CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX3050, 6GB GDDR6/Black/2.6Kg), B13UDXK-255IN	74990.0	40.0	3.4	17	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
Apple 2024 MacBook Pro Laptop with M4 Pro chip with 14u202fcore CPU and 20u202fcore GPU: Built for Apple Intelligence, (16.2u2033) Liquid Retina XDR Display, 24GB Unified Memory, 512GB SSD Storage; Silver	249900.0				FREE delivery	
2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Midnight	99900.0				FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"ASUS Vivobook S 15 OLED (2023), Intel Core EVO i5-13500H 13th Gen, 15.6"" (39.62 cm) 2.8K 120Hz OLED, Thin & Light Laptop (16GB/512GB SSD/Iris Xe/Win 11/Office 2021/75WHr/Blue/1.7 kg) S5504VA-MA541WS"	75990.0	29.0	3.8	230	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"Lenovo V15 G4 (2024), AMD Ryzen 5 7520U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021 Pro Plus"	32890.0	54.0	4.0	3	FREE delivery Mon, 18 Nov	
HP Victus Ryzen 5 5600H (RX 6500M/16GB RAM/1TB SSD/FHD/Windows 11/Backlit Keyboard/15.6u2033 (39.6 cm)/Blue/2.29kg) fb0150AX Laptop	54599.0	19.0	3.6	35	FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
"ASUS VivoBook 15 (2022), Intelu00aeCoreu2122 i3-1215U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512 SSD//Windows 11/Office 2021/Backlit KB/Quiet Blue/1.7 kg), X1504ZA-NJ325WS"	34880.0	37.0	4.1	900	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/1 TB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG"	37890.0	41.0	3.8	45	FREE delivery	
MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-612IN	31689.0	55.0	4.2	53	FREE delivery Sat, 16 Nov	
HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual Speakers (MSO, Blue,2.37 kg),fa0666TX/fa0444tx/fa0333tx	65990.0	23.0	4.1	473	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
HP Pavilion Plus Laptop AMD RYZEN AI Powered 7-7840U, 14-inch (35.6 cm) OLED, 2.8K UWVA, 16GB RAM, 1TB SSD, Radeon 780M Graphics, B&O, Backlit KB,(Win 11, Xbox Game Pass, Silver, 1.44kg),14-ey0789AU	78990.0	28.0	3.7	25	FREE delivery	
2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Starlight	99900.0				FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"Lenovo Thinkpad P14s 13th Gen Intel Core i7 14""(35.56 cm) WUXGA IPS 300nits Thin and Light Workstation (16GB/512GB SSD/Win 11 Pro/Backlit/Villi Black/3Y Premier/NVIDIA RTX A500 4GB/1.34Kg), 21HF001FIG"	129990.0	28.0	3.6	16	FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
"Acer Chromebook CB315-4H Intel Celeron N4500 (Chrome OS/8 GB RAM/128 GB/WiFi 6) 39.6 cm (15.6"") Full HD, Silver, 1.6 KG, 3 Months Google One AI Premium Plan with Gemini Advanced & 2TB Cloud Storage"	15990.0	57.0	3.4	30	FREE Delivery by Amazon	Get it by Tomorrow, 14 November
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3 mon Game Pass/Grey/1.9Kg), 83DC0042IN"	154900.0	0.11	2.8	23	True	
"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.56cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Win11/MSO 21/FHD+IR Camera/1Yr ADP Free/3 Mon Game Pass/Grey/1.4Kg), 83D2001GIN"			4.4	71	True	
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.46Kg),83BF0043IN"			3.9	629	True	
Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memor...	154900.0	0.11	4.4	34	True	
(Renewed) HP Intel Core i7 6700HQ 15.6-Inch (39.62 cms) 1920 X 1080 Laptop (16 GB/1.5 TB SSD/Windows/Intel ...	48990.0	0.8	2.7	4	True	
HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light B...	28490.0	0.38	4.0	1	True	Mon, 18 Nov
(Refurbished) Lenovo ThinkPad E470 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14 (35.6 cm) HD/Windo...	13999.0	0.84	4.0	1	True	Mon, 18 Nov
"HP Laptop 255 G9 (2024), AMD Ryzen 5 5625U Hexa Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" (39.62cm)/Silver/1.47 kg/MS Office 2021 Pro Plus"	33210.0	0.56	5.0	2	True	Mon, 18 Nov
ASUS Vivobook 15, Intel Pentium Gold 7505, 15.6-inch FHD 60Hz, Thin & Light Laptop (8GB/512GB SSD//Win11/Office 2021//Chic...	25990.0	0.4	2.0	3	True	Tomorrow, 14 Nov
"Lenovo V14 G3 Laptop (Intel Core i5/ 12th Gen/ 8GB RAM/ 512GB SSD/DOS/ 14"" Inch), Arctic Grey, 1 Year Service Center Carry ..."	37790.0	0.62	2.5	21	True	Mon, 18 Nov
"ASUS Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB RAM/512GB SSD/Win11//Bac..."	47990.0	0.36	3.7	7	True	Mon, 18 Nov
(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Scree...	16560.0	0.83	3.7	182	True	
"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6"" FHD 144Hz 250 nits, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA GeForce RTX 30..."	67990.0	0.26	4.0	327	True	Tomorrow, 14 Nov
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM|512 GB SSD|14"" (39.6 cm) HD|Windows ..."	16199.0	0.82	2.9	11	True	Sat, 16 Nov
(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 16 GB Ram & 1TB SSD, 14 Inches FHD 1080p ...	20900.0	0.79	3.8	17	True	
(Refurbished) FUTOPIA Ultimus PRO Intel Dual Core ~2.4GHz (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3CNC43BN-MB Thin...	11040.0	0.15			True	Fri, 15 Nov
HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU	56990.0	0.18	3.9	124	True	Tomorrow, 14 Nov
HP 15 Ryzen 5 7520U (8GB RAM/512GB SSD/FHD/Windows 11/MS Office 21/Backlit Keyboard/15.6” (39.6cm)/Silver/1.59kg) fc0028AU...	38990.0	0.3	3.9	20	True	Tomorrow, 14 Nov
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2..."	30990.0	0.39	4.2	56	True	Tomorrow, 14 Nov
Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 24GB Unified Memor...	174900.0				True	
Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 8‑core GPU, 16GB Unified Memory, 256GB) - Silver	114900.0				True	
MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN	44990.0	0.31			True	
Lenovo [Smartchoice LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN	74190.0	23%	3.9	407	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3 mon Game Pass/Grey/1.9Kg), 83DC0042IN"	78490.0	29%	2.8	23	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
(Refurbished) HP Probook Laptop 640G3 7th Generation Intel Core i5-7200u Processor , 16 GB Ram & 512 GB SSD, 14 Inches Notebook Computer	21000.0	79%	3.7	29	FREE delivery Sat, 16 Nov	Or fastest delivery Fri, 15 Nov
(Renewed) Dell Latitude Laptop E5470 Intel Core i5 6th Gen. - 6200u Processor, 16 GB Ram & 256 GB SSD, 14.1 Inches HD Screen Notebook Computer	18990.0	68%	4.0	6	FREE delivery	
ASUS Vivobook 15 (2024) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop (15.6 Inch, Icelight Silver, 1.70 kg, with MS Office)	35390.0	38%	5.0	3	FREE delivery Sun, 17 Nov	
HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 1TB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), fy5005TU	42100.0	14%	4.0	87	FREE delivery	
"Acer Aspire 3 Intel Core i5-1235U Processor Laptop with 35.56 cm (14"") FHD LED-Backlit IPS Display (8GB RAM/512GB SSD/WiFi 6/Intel Graphics/Win11Home) A324-51, Backlit Keyboard, Steel Gray, 1.45KG"	36990.0	30%	4.1	8	FREE delivery Mon, 18 Nov	
"ASUS Zenbook 14, Intel Core Ultra 7, 14"" 3K OLED 16:10 120 Hz, Thin & Light Laptop, Built-in AI (16GB RAM/1 TB//Win 11/Office 2021/Backlit/Touchscreen/75WHr /Foggy Silver/1.28 Kg), UX3405MA-PZ751WS"	116990.0	17%	3.9	22	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Silver	166990.0	5%	4.4	34	FREE delivery	
"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA00BIN"	42020.0	67%	3.6	44	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021 Pro Plus"	33400.0	56%	5.0	2	FREE delivery Mon, 18 Nov	
"(Refurbished) HP EliteBook 820 G4 7th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|256 GB SSD|12.5"" (31.8 cm) HD|Windows 11|MS Office|WiFi|Webcam|Intel HD Graphics)"	15885.0	82%			FREE delivery Mon, 18 Nov	Or fastest delivery Sat, 16 Nov
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB/512GB SSD/60Hz/100% DCI-P3/Win11/MSO 21/1Yr ADP Free/Alexa/3 month Game Pass/Grey/1.39Kg), 83CV003MIN"	90990.0	28%	4.2	8	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"ASUS Vivobook 15, IntelCore i3-1215U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Backlit/42WHr/1.70/Blue), X1504ZA-NJ326WS"	34990.0	13%	4.4	58	FREE delivery	
Apple 2024 MacBook Pro Laptop with M4 Pro chip with 14u202fcore CPU and 20u202fcore GPU: Built for Apple Intelligence, (14.2u2033) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Space Black	147990.0	0.04	4.4	34	FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
Apple 2024 MacBook Pro Laptop with M4 chip with 10u202fcore CPU and 10u202fcore GPU: Built for Apple Intelligence, (14.2u2033) Liquid Retina XDR Display, 14GB Unified Memory, 1TB SSD Storage; Space Black	147990.0	0.04	4.4	34	FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
Apple 2024 MacBook Pro Laptop with M4 Pro chip with 10u202fcore CPU and 16u202fcore GPU: Built for Apple Intelligence, (14.2u2033) Liquid Retina XDR Display, 24GB Unified Memory, 512GB SSD Storage; Silver	147990.0	0.04	4.4	34	FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
Apple 2024 MacBook Air 15u2033 Laptop with M3 chip: 38.91 cm (15.3u2033) Liquid Retina Display, 8GB Unified Memory,...	147990.0	0.04	4.4	34	FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
(Refurbished) HP Workstation Zbook Intel Core i7-4810MQ Quad Core Processor , 32 GB Ram & 2TB SSD, 15.6 Inc...	50990.0	0.43			FREE delivery	
"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integra..."	38990.0	0.33	3.9	74	FREE delivery Sun, 17 Nov	Or fastest delivery Tomorrow, 14 Nov
"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop"	37490.0	0.23	3.3	48	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"(Refurbished) HP EliteBook 820 G4 7th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|256 GB SSD|12.5"" (31.8 cm) ..."	15885.0	0.82	5.0	1	FREE delivery Mon, 18 Nov	Or fastest delivery Sat, 16 Nov
"Dell Refurbished Inspiron 3520 Laptop, Intel Core i5-1235U Processor, 16GB,512GB,15.6"" (39.62cm) FHD Display, Backlit Keyb..."	48990.0	0.36	3.7	49	FREE delivery Tue, 19 Nov	Or fastest delivery Tomorrow, 14 Nov
Acer ALG Gaming Laptop 12th Gen Intel Core i5 Processor (16GB RAM/1TB SSD/6GB RTX3050 Graphics/144Hz/Win11Home/Wifi 6) AL1...	60990.0	0.38	3.8	74	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB/512GB SSD/60Hz/100% DC..."	90990.0	0.28	4.2	8	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"ASUS Vivobook 15, IntelCore i3-1215U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Offic..."	34990.0	0.13	4.4	58	FREE delivery	
"(Refurbished) Lenovo ThinkPad X250 5th Gen Intel Core i5 Thin & Light HD (8 GB RAM|512 GB SSD|12.5"" (31.8 cm) HD|Windows 1..."	13899.0	0.27	5.0	1	FREE delivery Mon, 18 Nov	Or fastest delivery Sat, 16 Nov
"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home ..."	51990.0	0.43	4.0	2	FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
Acer Travelmate Business Laptop Intel Core i5-1135G7 processor (16GB DDR4/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Hom...	39990.0	0.53	3.5	20	FREE delivery Mon, 18 Nov	Or fastest delivery Tomorrow, 14 Nov
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Win..."	35990.0	0.39	3.9	376	FREE delivery Fri, 15 Nov	Or fastest delivery Tomorrow, 14 Nov
"ASUS Vivobook 15, Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, 60Hz, Thin and Light Laptop (16GB RAM/512GB/Windows 11/Of..."	51990.0	0.32	3.9	137	FREE delivery	
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 7735HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office/NVIDIA..."	72990.0	0.32	4.0	93	FREE delivery Sat, 16 Nov	Or fastest delivery Tomorrow, 14 Nov
Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5(16GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58...	55900.0	0.38	4.0	323	FREE delivery Mon, 18 Nov	
Alienware m16 R2 Gaming Laptop, AI Enabled Processor Intel Core Ultra 9 185H, 16GB, 1TB SSD, NVIDIA RTX 4060, 8 GB GDDR6, ...	165990.0	0.24	3.6	9	FREE delivery Tue, 19 Nov	
MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN	44990.0	0.31				
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3 mon Game Pass/Grey/1.9Kg), 83DC0042IN"	30990.0	0.66	2.8	23	True	
"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.56cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Win11/MSO 21/FHD+IR Camera/1Yr ADP Free/3 Mon Game Pass/Grey/1.4Kg), 83D2001GIN"			4.4	71	True	
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.46Kg),83BF0043IN"			3.9	629	True	
(Refurbished) HP Workstation Zbook Intel Core i7-4810MQ Quad Core Processor , 16 GB Ram & 128 GB SSD, 15.6 Inches with Intel & Nvidia K2100M Dual Graphics with FHD Screen 1080p Laptop Computer	30990.0	0.66			True	
